-1,57,57,57,57,57,57,57,57,57,-1,-1,-1,-1,-1,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-1
1610612793,54,55,55,55,55,59,27,28,-1,-1,-1,-1,-1,-1,-1,33,34,255,256,257,264,-1073741560,-1,122,123,123,123,121,-1610612679
1610612793,60,61,62,63,64,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,261,262,263,264,-1073741560,-1,128,129,129,129,127,-1610612679
1610612793,66,67,68,69,70,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,267,268,269,264,-1073741560,-1,122,123,123,123,121,-1610612679
1610612793,60,61,62,63,64,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,238,233,-1073741580,264,-1073741560,-1,128,129,129,129,127,-1610612679
1610612793,66,67,68,69,70,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,239,-1073741580,265,266,-1,134,132,132,132,133,-1610612679
1610612793,60,61,62,63,64,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,244,245,-1073741580,153,-1,-1,156,157,158,156,157,-1610612679
1610612793,66,67,68,69,70,71,1610612931,1610612937,222,-1,-1,-1,-1,-1,225,156,157,158,215,-2147483490,159,164,165,162,163,164,162,163,-1610612679
1610612793,60,61,62,63,64,65,1610612930,1610612936,228,229,230,230,230,231,232,162,163,164,164,215,-2147483490,158,159,168,168,170,168,168,-1610612679
1610612793,66,67,68,69,70,71,1610612929,1610612935,234,192,193,193,193,237,174,175,176,177,178,164,165,164,153,154,155,179,179,179,-1610612679
1610612793,-536870754,-536870754,-536870754,-536870754,-536870754,-2147483490,1610612928,1610612934,234,192,193,193,193,237,180,181,182,183,184,170,171,158,159,160,161,185,185,185,-1610612679
1610612793,-1610612578,-1610612578,-1610612578,-1610612578,-1610612578,-2147483490,536871070,-2147483490,234,192,193,193,193,237,186,187,188,189,190,170,171,158,165,166,167,191,191,191,-1610612679
1610612793,-536870754,-536870754,-536870754,-536870754,-536870754,156,157,-2147483490,240,241,241,242,242,243,138,139,140,141,179,158,-2147483490,76,171,172,173,191,191,191,-1610612679
1610612793,1610612738,1610612744,1610612750,1610612758,1073741982,162,163,164,-1610612578,-1610612578,-1610612578,-1610612578,-1610612578,-1610612578,144,145,146,147,185,158,-2147483490,-536870836,1610612811,72,73,74,76,76,-1610612679
1610612793,1610612737,1610612743,1610612749,1610612758,1073741982,536871070,536871070,1073741988,-1610612604,-1610612610,-1610612616,-1610612622,210,39,39,39,39,40,191,158,-2147483490,-536870836,1610612811,78,79,80,81,82,-1610612679
1610612793,1610612736,1610612742,1610612748,1610612757,1073741982,-536870754,-536870754,-536870754,-1610612603,-1610612609,-1610612615,-1610612621,210,42,43,44,45,46,213,158,-1610612578,-1610612578,-1073741659,84,85,86,87,88,-1610612679
1610612793,1610612738,1610612744,1610612750,1610612756,1073741982,156,157,158,-1610612602,-1610612608,-1610612614,-1610612620,210,48,49,50,51,52,24,25,26,166,164,80,81,82,78,79,-1610612679
1610612793,1610612737,1610612743,1610612749,1610612755,1073741982,162,163,164,-1610612601,-1610612607,-1610612613,-1610612619,210,42,43,44,45,46,30,31,32,172,158,86,87,88,84,85,-1610612679
1610612793,1610612736,1610612742,1610612748,1610612754,1073741982,-536870754,-536870754,-536870754,-536870754,-536870754,-536870754,-536870754,210,48,49,50,51,52,36,37,38,-1610612578,158,75,75,75,75,75,-1610612679
-1,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1073741767,-1
